x	y	z	Strain	u	v	w
2.500000e-01	9.224806e-01	0.000000e+00	4.818881e-06	3.369887e-07	-6.860666e-07	1.248989e-05
2.500000e-01	8.974744e-01	0.000000e+00	3.396205e-06	5.220479e-07	-7.888396e-07	1.989980e-05
2.500000e-01	8.724681e-01	0.000000e+00	2.380188e-06	7.264124e-07	-8.604338e-07	2.817170e-05
2.500000e-01	8.474619e-01	0.000000e+00	1.667027e-06	9.448704e-07	-9.101721e-07	3.704327e-05
2.500000e-01	8.224556e-01	0.000000e+00	1.127972e-06	1.173630e-06	-9.446592e-07	4.633111e-05
2.500000e-01	7.974494e-01	0.000000e+00	7.837341e-07	1.409868e-06	-9.684996e-07	5.590712e-05
2.500000e-01	7.724431e-01	0.000000e+00	5.446178e-07	1.651529e-06	-9.849719e-07	6.568237e-05
2.500000e-01	7.474369e-01	0.000000e+00	3.785903e-07	1.897097e-06	-9.963395e-07	7.559514e-05
2.500000e-01	7.224306e-01	0.000000e+00	2.538472e-07	2.145486e-06	-1.004157e-06	8.560261e-05
2.500000e-01	6.974244e-01	0.000000e+00	1.765569e-07	2.395897e-06	-1.009528e-06	9.567519e-05
2.500000e-01	6.724181e-01	0.000000e+00	1.222568e-07	2.647740e-06	-1.013219e-06	1.057925e-04
2.500000e-01	6.474119e-01	0.000000e+00	8.496123e-08	2.900608e-06	-1.015752e-06	1.159406e-04
2.500000e-01	6.224056e-01	0.000000e+00	5.644938e-08	3.154206e-06	-1.017487e-06	1.261097e-04
2.500000e-01	5.973993e-01	0.000000e+00	3.865859e-08	3.408324e-06	-1.018675e-06	1.362933e-04
2.500000e-01	5.723931e-01	0.000000e+00	2.625244e-08	3.662816e-06	-1.019483e-06	1.464867e-04
2.500000e-01	5.473868e-01	0.000000e+00	1.867087e-08	3.917561e-06	-1.020029e-06	1.566868e-04
2.500000e-01	5.223806e-01	0.000000e+00	1.283828e-08	4.172492e-06	-1.020422e-06	1.668915e-04
2.500000e-01	4.973743e-01	0.000000e+00	8.431872e-09	4.427561e-06	-1.020686e-06	1.770995e-04
2.500000e-01	4.723681e-01	0.000000e+00	5.521013e-09	4.682720e-06	-1.020858e-06	1.873096e-04
2.500000e-01	4.473618e-01	0.000000e+00	4.168449e-09	4.937947e-06	-1.020977e-06	1.975211e-04
2.500000e-01	4.223556e-01	0.000000e+00	2.300277e-09	5.193231e-06	-1.021053e-06	2.077337e-04
2.500000e-01	3.973493e-01	0.000000e+00	2.425229e-09	5.448539e-06	-1.021113e-06	2.179468e-04
2.500000e-01	3.723431e-01	0.000000e+00	1.431612e-09	5.703875e-06	-1.021162e-06	2.281605e-04
2.500000e-01	3.473368e-01	0.000000e+00	1.243105e-09	5.959220e-06	-1.021193e-06	2.383747e-04
2.500000e-01	3.223306e-01	0.000000e+00	1.400937e-09	6.214576e-06	-1.021225e-06	2.485891e-04
2.500000e-01	2.973243e-01	0.000000e+00	2.118593e-09	6.469950e-06	-1.021268e-06	2.588039e-04
2.500000e-01	2.723181e-01	0.000000e+00	3.076582e-09	6.725352e-06	-1.021334e-06	2.690192e-04
2.500000e-01	2.473118e-01	0.000000e+00	4.653383e-09	6.980793e-06	-1.021426e-06	2.792353e-04
2.500000e-01	2.223056e-01	0.000000e+00	6.902407e-09	7.236281e-06	-1.021567e-06	2.894525e-04
2.500000e-01	1.972993e-01	0.000000e+00	9.857509e-09	7.491848e-06	-1.021775e-06	2.996715e-04
2.500000e-01	1.722931e-01	0.000000e+00	1.430144e-08	7.747522e-06	-1.022078e-06	3.098930e-04
2.500000e-01	1.472868e-01	0.000000e+00	2.106903e-08	8.003355e-06	-1.022512e-06	3.201181e-04
2.500000e-01	1.222806e-01	0.000000e+00	2.969253e-08	8.259400e-06	-1.023132e-06	3.303484e-04
2.500000e-01	9.727432e-02	0.000000e+00	4.237140e-08	8.515736e-06	-1.024027e-06	3.405862e-04
2.500000e-01	7.226807e-02	0.000000e+00	5.852376e-08	8.772487e-06	-1.025288e-06	3.508348e-04
2.500000e-01	4.726182e-02	0.000000e+00	7.646120e-08	9.029848e-06	-1.027003e-06	3.610981e-04
2.500000e-01	2.225556e-02	0.000000e+00	1.246566e-07	9.288260e-06	-1.028882e-06	3.713801e-04
2.501375e-01	0.000000e+00	0.000000e+00	5.911184e-06	9.494855e-06	-1.030564e-06	3.810658e-04
3.000000e-01	0.000000e+00	0.000000e+00	-7.589193e-10	9.527894e-06	-1.554953e-06	5.711861e-04
